review_date,review_month,review_year,review_month_year,review,sentiment,data_source,source,hotel
2023-11-19,November,2023,November 2023,"The rooms looks a bit tired and not well maintained. We had a water leakage in our room and when the technician came to fix the problem the plaster ceiling was broken hence there was a hole. For a total of RM5,800 spent we would expect a perfectly maintained room and the valet service is not up to standard as well. Much can be done to improve the overall experience.",Negative,Data Source 1 - JW-Marriott-KL,Booking.com,JW Marriott Kuala Lumpur
2023-11-01,November,2023,November 2023,This time round I drove and used the valet parking. As I had to attend a meeting very early in the morning I checked out at 6am but only got my car around 15min later. The valet driver was nowhere to be found and communication between the doorman and the valet was worsened as the valet driver could not be contacted. The previous day I got my car within 5min. That's the sore part of the entire trip.,Negative,Data Source 1 - JW-Marriott-KL,Booking.com,JW Marriott Kuala Lumpur
2023-10-31,October,2023,October 2023,"The bathroom door couldn't shut properly. Even when we reported it to the front desk, they didn't do anything about it. The front door couldn't open properly.",Negative,Data Source 1 - JW-Marriott-KL,Booking.com,JW Marriott Kuala Lumpur
2023-10-26,October,2023,October 2023,I hate the fact that the breakfast buffet was at a mall. Absolutely unacceptable.,Negative,Data Source 1 - JW-Marriott-KL,Booking.com,JW Marriott Kuala Lumpur
2023-10-25,October,2023,October 2023,"bad service.. booked 2 rooms. I have asked for rooms next to each other 1 month ago, but didn't manage to have it. Wanted to check in at 1530, only managed to get 1 room. The other room was only available at 1745. Check out was bad also. I thought the payment was done through booking.com website, but the hotel took my credit card to check in. They still require my credit card when I check out. I did not expect such troubles from a hotel like this.",Negative,Data Source 1 - JW-Marriott-KL,Booking.com,JW Marriott Kuala Lumpur
2023-10-16,October,2023,October 2023,The pillow was not comfortable Breakfast was the same for all the days although it is very poor Swimming pool not acceptable to be pool for JW Marriott Staff was not friendly they are acting as a robot U can hear noise from other rooms Elevator always busy,Negative,Data Source 1 - JW-Marriott-KL,Booking.com,JW Marriott Kuala Lumpur
2023-09-06,September,2023,September 2023,"Guest officers services were not up to standard for 5STAR Hotel. We asked for a bucket of ice and only received the next day, 24hrs? Check in took us 3hrs? Which makes us felt like, we arrived 3plus and our room would only be ready by 6.30pm. What's really the point of us booking a hotel not just 1 room, it's 2 room in advance to even sit and wait for another 3hrs, to just check in. Again, the after service sucks.",Negative,Data Source 1 - JW-Marriott-KL,Booking.com,JW Marriott Kuala Lumpur
2023-09-05,September,2023,September 2023,Uncomfortable and tough beds. Bad room service food we ordered 3 times .,Negative,Data Source 1 - JW-Marriott-KL,Booking.com,JW Marriott Kuala Lumpur
2023-08-24,August,2023,August 2023,Parking gotta pay,Negative,Data Source 1 - JW-Marriott-KL,Booking.com,JW Marriott Kuala Lumpur
2023-07-31,July,2023,July 2023,"It took me to 30 minutes for the queue to check in and another 10 minutes to check in. Wasted my time. And when I was trying to contact room service from my room, i was on hold and call was rejected for more than 10 times. Never had this in all the hotels that I've stayed before.",Negative,Data Source 1 - JW-Marriott-KL,Booking.com,JW Marriott Kuala Lumpur
2023-07-28,July,2023,July 2023,"Many things I will mention some of these things The staff didn t support for anything. The room like prison, no windows, we didn t know if sun rises or not . check out more than worst I saw in my life , long time pass just in order to find someone to support me about my bags many times request about just one Arabic change in TV system, without answering. elevator very very rare not fit with the residents in hotel always wait long time to get one to our room You need more or this enough!!!",Negative,Data Source 1 - JW-Marriott-KL,Booking.com,JW Marriott Kuala Lumpur
2023-07-24,July,2023,July 2023,"The breakfast had very few options and wasnt so good. The elevators were always super busy. Whenever we asked the staff for something, we had to ask atleast 3 more times untill they actually get it. The staff were not professional. Took us more than an hour to check in.",Negative,Data Source 1 - JW-Marriott-KL,Booking.com,JW Marriott Kuala Lumpur
2026-06-29,June,2026,June 2026,I woke up with a lot of bed bug bites. I am diabetic,Negative,Data Source 1 - JW-Marriott-KL,Booking.com,JW Marriott Kuala Lumpur
2026-06-28,June,2026,June 2026,"The staff were very unfriendly and unprofessional, and the rooms had air conditioning issues",Negative,Data Source 1 - JW-Marriott-KL,Booking.com,JW Marriott Kuala Lumpur
2026-05-17,May,2026,May 2026,"we where in level 3 room 0303 and oh my God we had no sleep as the noise from other guests rooms was like I was sleeping near a night club. we called staff they said sorry, however they did not ask other guests next door to stop the banging and turn down the TV. All to 6am in the morning",Negative,Data Source 1 - JW-Marriott-KL,Booking.com,JW Marriott Kuala Lumpur
2026-04-01,April,2026,April 2026,Parking system is very bad,Negative,Data Source 1 - JW-Marriott-KL,Booking.com,JW Marriott Kuala Lumpur
2026-02-16,February,2026,February 2026,"Not worth the price. Dirty rooms, broken shower. Not a 5 star experience.",Negative,Data Source 1 - JW-Marriott-KL,Booking.com,JW Marriott Kuala Lumpur
2026-01-25,January,2026,January 2026,WiFi connection super weak Thickness of the blanket was so thin Size of the bathtub too small Notis got hair on the bed,Negative,Data Source 1 - JW-Marriott-KL,Booking.com,JW Marriott Kuala Lumpur
2025-09-07,September,2025,September 2025,Dirty property not upto to the mark against the money,Negative,Data Source 1 - JW-Marriott-KL,Booking.com,JW Marriott Kuala Lumpur
2025-09-07,September,2025,September 2025,It was very dirty rooms need to be renovated also the housekeeping staff doesn t clean at all have faced it repeatedly,Negative,Data Source 1 - JW-Marriott-KL,Booking.com,JW Marriott Kuala Lumpur
2025-08-16,August,2025,August 2025,Service and staff are very rude. They don t smile,Negative,Data Source 1 - JW-Marriott-KL,Booking.com,JW Marriott Kuala Lumpur
2025-08-06,August,2025,August 2025,Bed is poor for a 5 stars hotel n yet expensive. Not value for money,Negative,Data Source 1 - JW-Marriott-KL,Booking.com,JW Marriott Kuala Lumpur
2025-07-12,July,2025,July 2025,"The room condition, especially the toilet. Shower handle broken, shower hose leaking, water boiler switch broken. Air conditioning problems, at 30 degrees celcius set and heater mode, room was very cold, even after maintenance inspection and repair. Hotel staff at reception are all very tight and no gesture of friendliness, especially for being in the service industry",Negative,Data Source 1 - JW-Marriott-KL,Booking.com,JW Marriott Kuala Lumpur
2025-05-02,May,2025,May 2025,Hiding specifications of the rooms because I booked room that doesn t has windows and instead that they painted a wall to be seems like a window so I had to upgrade to something comes with window with payment higher and it was expensive,Negative,Data Source 1 - JW-Marriott-KL,Booking.com,JW Marriott Kuala Lumpur
2024-10-28,October,2024,October 2024,booked the Marriott for our 6th anniversary. waited 40 minutes for our 1 bag to be delivered to the room after we called and went down to the reception to ask for the bag. staff attitude was definitely not 5 star or what we have ever experienced in any marriot property around the world. location is very good but definitely would not stay there again.,Negative,Data Source 1 - JW-Marriott-KL,Booking.com,JW Marriott Kuala Lumpur
2024-08-23,August,2024,August 2024,"1 not clean hotel, I saw a small cockroach in the wardrobe 2 The vast majority of housekeeping not good and Always complain when talk with them to clean our rooms. 3 They take Extra money 51 Kuwaiti Dinar around 155 for interconnecting rooms in spite of .they have this note from booking.com. 4 There is a manager named Angie. Her manner is rude and unhelpful, and she told me that she is not interested in evaluating the sites we booked rooms from, such as Booking.com and Trip.com. 5 The furniture is old and there are dirty stains in the carpets, and this hotel does not live up to the level of luxury Marriott hotels, for example, in Germany, the Netherlands or Thailand. 6 There is no hotel official interested in the opinions of guests, like other Marriott hotels. Certainly, the executive leaders have not visited the hotel in the last five years.",Negative,Data Source 1 - JW-Marriott-KL,Booking.com,JW Marriott Kuala Lumpur
2024-06-04,June,2024,June 2024,"I checked in on 6th May and checked out on 8th May. I asked the guy who was on the lobby kept my luggage from 1pm to 6pm. And also asked him whether i have to proceed the check out procedure or not and he answered no need. Since then, i haven't received my deposit yet even though i sent the e mails three times called the lobby and left my name number e mail address but same like no feedback yet. Really disappointed their after service and I will drop by this hotel on August during my biz trip and will strongly claim about it.",Negative,Data Source 1 - JW-Marriott-KL,Booking.com,JW Marriott Kuala Lumpur
2024-05-16,May,2024,May 2024,The deposit was not returned. They did not provide a receipt for the return of the deposit. I waited more than a month.,Negative,Data Source 1 - JW-Marriott-KL,Booking.com,JW Marriott Kuala Lumpur
2024-01-14,January,2024,January 2024,Bad experience for my whole family. We need to wait for 2 hours to collect my room key after check in. The room was not ready yet until the check in time. The hotel did not provide us complementary food or drink while waiting for the room key. They asked to walk around while waiting for the room key.,Negative,Data Source 1 - JW-Marriott-KL,Booking.com,JW Marriott Kuala Lumpur
2024-01-08,January,2024,January 2024,"Too long check in time. Late check in. Check in time as 3 pm but room was given at 4 pm. Elevator too many people, too slow Restaurant unfriendly staff. No cleaning",Negative,Data Source 1 - JW-Marriott-KL,Booking.com,JW Marriott Kuala Lumpur
2023-12-03,December,2023,December 2023,"It s wasn t clean at all , the sheets were dirty , the bathroom wasn t clean , the furniture was really old and some was broken , the pillows was so uncomfortable, the location was so busy you will always gets stuck at the streets",Negative,Data Source 1 - JW-Marriott-KL,Booking.com,JW Marriott Kuala Lumpur
2023-11-30,November,2023,November 2023,the receptionists doesnt really help and my email was not responded when we urgently need support on refunding my bill due to the staff wrongly charge me on deposit rate on my debit card the staff suppose to contact me until this matter resolve however they are kind of ignoring my email for 2 days.,Negative,Data Source 1 - JW-Marriott-KL,Booking.com,JW Marriott Kuala Lumpur
2023-10-22,October,2023,October 2023,"room cleanliness is not up to standard, sound proofing is poor noise from neighbours at 2, 3am and reception just ignored multiple complaints.",Negative,Data Source 1 - JW-Marriott-KL,Booking.com,JW Marriott Kuala Lumpur
2023-10-13,October,2023,October 2023,No special charge parking facilities for hotel guest. Room location to bad.,Negative,Data Source 1 - JW-Marriott-KL,Booking.com,JW Marriott Kuala Lumpur
2023-10-10,October,2023,October 2023,"my room are too far from lift lobby, i didn't find room service menu in room. i am asking for early check in that i am willing to pay any additional charge and the receptionist there give me FOC. but i think she'd down graded my room cos i found no windows in my room only fake balcony that makes me feel uncomfortable. i only stay in room for few hours then checked out at 3am. Autopay parking machine at starhill lift lobby, quite annoying. pay 500 pernight breakfast not included . but needed to pay another rm10 parking fee after validation.",Negative,Data Source 1 - JW-Marriott-KL,Booking.com,JW Marriott Kuala Lumpur
2023-09-17,September,2023,September 2023,"First, the staff was not professional. They charged me extra RM700 without explanation. When I asked them, she said for tax. Tax tourism in KL is RM10 night. So, the last day of my stay, I asked again what was that extra RM700? He said for deposit. Why was the first staff when I check in did not explain that is for deposit? How possible she didn't understand. Second, they gave me a broken shower. Third, during breakfast the dishes was dirty. I took my rice and just noticed the plate was dirty. Foods were okay, not that delicious. I'm a member of Mariott Bonvoy, this is the worst Mariott hotel in my life. Not recommend at all!",Negative,Data Source 1 - JW-Marriott-KL,Booking.com,JW Marriott Kuala Lumpur
2023-08-27,August,2023,August 2023,"First thing our check in time is 2 pm but they give us the rooms at 6pm and we are family Second thing about the shower water , was too cold and I called them more than 5 times but no answer",Negative,Data Source 1 - JW-Marriott-KL,Booking.com,JW Marriott Kuala Lumpur
2023-08-23,August,2023,August 2023,It is very dirty the towels in our room has hair and the carpet is smelly,Negative,Data Source 1 - JW-Marriott-KL,Booking.com,JW Marriott Kuala Lumpur
2023-11-21,November,2023,November 2023,"The cleaner and the room area is too noisy due to open door and close door, putting up vacuum cleaner non stop the whole night. I can t sleep the whole night . The plug cable is coming out from the socket . A lot of dust at the table lamp . The basin is cracked .",Negative,Data Source 1 - JW-Marriott-KL,Booking.com,JW Marriott Kuala Lumpur
2026-06-28,June,2026,June 2026,"Everything was amazing location, staff,hotel",Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-06-27,June,2026,June 2026,"Great location, near to shopping malls and city centre, amazing view, very clean, friendly and kind staff.",Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-06-25,June,2026,June 2026,"The hotel was vey nice, the rooms were spacious and the services were top notch.",Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-06-24,June,2026,June 2026,Comfortable very clean and well appointed rooms good location very close to klcc suria Very professional and helpful staff,Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-06-23,June,2026,June 2026,"This hotel was a amazing, the location is great, the room is amazing basically an apartment, when we go back to KL we will definitely go back to this hotel. 100 recommended.",Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-06-22,June,2026,June 2026,I liked everything! The hotel is clean and elegant! The staff is very friendly!,Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-06-22,June,2026,June 2026,Massive apartment with more room than most small flats. Amazing view from bedroom of the Petronas Twin Towers. Even better view from the rooftop pool.,Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-06-21,June,2026,June 2026,Excellent location and facilities. Cozy and tidy apartment with comfortable bed. The spa is highly recommended.,Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-06-21,June,2026,June 2026,Location of the hotel and the amenities available.,Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-06-21,June,2026,June 2026,Location is amazing! Quality of the products and facilities in the room is superb! Staff is friendly and helpful. Pool with the Petronas view is spectacular!,Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-06-20,June,2026,June 2026,Great location and staff very professional and pleasant.,Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-06-19,June,2026,June 2026,Location and pool,Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-06-19,June,2026,June 2026,Excellent condition of life,Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-06-19,June,2026,June 2026,Perfect location and amazing staff.,Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-06-19,June,2026,June 2026,Amazing location. Great staffs.,Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-06-17,June,2026,June 2026,"Let's start with the staff... Extraordinary staffing,super friendly and helpful, everyone we encountered where very nice and we felt super welcomed. We had a great view from our room, the bed was perfect and the air conditioning worked well. We had a broken washing machine,but the desk called a technician who arrived 10 mins after and brought us a new machine after it was clear that it broke. Absolutely top service! The location is great, the KlCC station 10 is just around the corner and you also don't have to wait long for a Grab if needed We highly recommend this Hotel!",Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-06-17,June,2026,June 2026,"We had an outstanding experience at the hotel. The entire crew was exceptional warm, professional, and always smiling, going above and beyond to ensure every need was met with genuine care and efficiency. The swimming pool area was a true highlight, offering a perfect place to relax and unwind. The rooms are remarkably spacious, beautifully maintained, and impeccably clean, providing the utmost comfort and tranquility. Every member of the team deserves heartfelt thanks for making our stay so memorable and enjoyable. We will definitely be returning this coming Wednesday. Please keep our suite ready we can t wait to come back and enjoy your wonderful hospitality once again.",Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-06-15,June,2026,June 2026,"The size of the room, the amenities and the views were amazing.",Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-06-14,June,2026,June 2026,Fantastic room. We were upgraded. Staff amazing. Facilities excellent. Washing machine in room.,Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-06-12,June,2026,June 2026,"A good spot location for Twin tower view, room is big not even expensive but restaurant main course is done when I dine in Over all",Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-06-09,June,2026,June 2026,"Location, comfort, services",Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-06-09,June,2026,June 2026,"Location was excellent being close to KLCC yet it was on a street that was not too busy. There are many restaurants and a supermarket nearby. The room was comfortable, with a pantry, microwave and washing machine. There was even dishwashing liquid and laundry detergent supplied. The staff at the lobby and reception were excellent, attentive and very helpful. There was also a birthday greeting and chocolates in the room since I had come to celebrate my birthday.",Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-06-08,June,2026,June 2026,"Incredible location. All staff so lovely and helpful. Room was huge. Pool was amazing, with a great view of the Petronas Towers. Highly reccomend. Incredible value for money.",Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-06-08,June,2026,June 2026,"Location, cleanliness, staff",Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-06-08,June,2026,June 2026,The customer service was great! The room was very clean and this hotel has a great swimming pool!,Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-06-07,June,2026,June 2026,"Its so clean, the housekeeping really did good job also the frontdesk staff quite help with any problem i encounter",Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-06-07,June,2026,June 2026,"The hotel was very clean and well maintained. The location was excellent, making it very convenient to get around the city. It was easy to catch a taxi at any time, and the hotel was close to all major tourist attractions. The view from the hotel was absolutely amazing and made the stay even more enjoyable.",Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-06-07,June,2026,June 2026,"Rooftop pool view is amazing, room was big and comfortable, and the view was great. Location is perfect. Highly recommend!",Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-06-03,June,2026,June 2026,"Very posh. Clean and has a luxurious vibe. I also like that there is a washing machine for laundry, flat iron, a sink it looks like all in placed!",Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-06-03,June,2026,June 2026,"Location is really really good! Suria Mall and Petronas towers are just around the corner, the room has everything, microwave, dishes, even scissors, fridge, washing machine hair dryer, it is so convenient and cozy. I liked the quality of the product for body and hair, it is truly exceptional. The shower is pleasant to take. The tea is good as well and I enjoyed the taste of the water. The service is very good, responsive, I am especially thankful to Elirra, she made this place my home away from home, being so warm, so caring and being highly professional. And the sky bar and swimming pool on the top floor have a breathtaking view to Petronas towers! Incredible! I will definitely stay here again.",Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-06-02,June,2026,June 2026,"Clean rooms, excellent service, great location, and a comfortable stay. Everything was well organized and made for a pleasant experience.",Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-06-01,June,2026,June 2026,"I had a wonderful stay at this hotel. The location is excellent, being very close to KLCC and many major attractions, making it extremely convenient for both business and leisure travelers. The neighborhood is quiet, safe, and peaceful, allowing for a comfortable and relaxing stay despite being in the heart of the city. The staff were exceptionally friendly, welcoming, and always ready to assist with a smile, which made the experience even more enjoyable. Overall, a great hotel with a fantastic location, a pleasant environment, and outstanding service. I would definitely recommend it and look forward to staying here again on my next visit to Kuala Lumpur.",Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-06-01,June,2026,June 2026,"Wonderful hotel! The location is very convenient, the rooms are beautiful, and the housekeeping is exceptional. What made my stay truly special was the staff. Everyone was incredibly kind, attentive, caring, and genuinely welcoming. The level of service was outstanding. I had a fantastic experience and would be happy to return again in the future.",Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-05-31,May,2026,May 2026,Location woke up to petronas towers from my bed Great apartment with good space,Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-05-31,May,2026,May 2026,Strategic place. Walking distance to KLCC. I like the ambience peacefull despite of its location inthe middle of KL.,Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-05-30,May,2026,May 2026,"We had a great stay at Ascott Star KLCC. The hotel is in an excellent location, close to many attractions and convenient for getting around the city. The rooftop pool was definitely a highlight, with beautiful views of Kuala Lumpur, especially at night. Our room was clean, quiet, and very comfortable, which made the stay even more relaxing. Overall, we had a wonderful experience and would happily stay here again.",Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-05-30,May,2026,May 2026,The apartment is spacious,Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-05-29,May,2026,May 2026,Excellent and well maintained! Great location,Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-05-29,May,2026,May 2026,Very handy for the sites around KLCC,Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-05-29,May,2026,May 2026,"Location, facilities, comfort and staff. All were amazing.",Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-05-28,May,2026,May 2026,Rooms were really pretty and the hotel is looking directly at the Petrona Towers!,Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-05-28,May,2026,May 2026,The location is perfect for twin towers and travelling around. Very good vibe. Loads of restaurants around.,Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-05-27,May,2026,May 2026,"Clean, family friendly, location.",Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-05-25,May,2026,May 2026,"I like how close it is to PETRONAS twin towers, the rooftop pool is superb. My room has a view of PETRONAS. The room is great and easy to check in and out.",Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-05-25,May,2026,May 2026,Room was very clean and spacious,Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-05-24,May,2026,May 2026,"Location, swimming pools studio",Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-05-22,May,2026,May 2026,Lovely hotel and perfect view of the petronas towers,Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-05-22,May,2026,May 2026,"Big points for the location, easy walking distance to many places within KLCC. Well maintained and spacious rooms with good views of the towers. Support staff were very friendly and helpful. The facilities inside the room were just super good to have for a family holiday.",Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-05-21,May,2026,May 2026,"Spacious, clean and city center",Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-05-18,May,2026,May 2026,"Central location, friendly staff, large rooms, roof top",Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-05-17,May,2026,May 2026,Lovely spacious room,Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-05-17,May,2026,May 2026,Farinha at the front desk was wonderful and very helpful,Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-05-16,May,2026,May 2026,Amazing hotel great location Staff super friendly Beautiful hotel,Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-05-15,May,2026,May 2026,Everything was amazing,Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-05-14,May,2026,May 2026,The room was excellent with good views.,Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-05-13,May,2026,May 2026,Very poor and inadequate. Everything else was very good.,Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-05-12,May,2026,May 2026,Best view ever and filtered water,Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-05-10,May,2026,May 2026,"Fantastic location with everything nearby, an amazing room that was stylish, spacious, and very comfortable, and the highlight was definitely the rooftop pool with the bar and restaurant overlooking the Petronas Towers the views were absolutely to die for, especially at night. The food and drinks were also excellent and made the whole experience even better. The staff were extremely caring and attentive throughout my stay. I was pleasantly surprised when the receptionist welcomed me in Spanish at check in and wished me a lovely stay, which made the experience feel very personal and warm from the start. They were also very accommodating at check out, kindly storing my luggage and medicine while I waited for my flight. Everyone was friendly, professional, and always happy to help. I would definitely stay here again.",Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-05-10,May,2026,May 2026,Aparentment was a generous size with everything we could have wanted. Well located and easy to walk to KLCC Park and the towers enjoyed the rooftop pool.,Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-05-10,May,2026,May 2026,"Our stay at Ascott Star KLCC was truly exceptional from beginning to end. From the moment we arrived, we were warmly welcomed by the staff, and the level of hospitality throughout our entire stay exceeded our expectations. The room was absolutely stunning beautifully designed, spacious, immaculate, and equipped with everything needed for a comfortable and relaxing stay. Every detail felt thoughtfully prepared, from the elegant furnishings to the high quality amenities. One of the most unforgettable parts of our experience was the incredible panoramic view of the Petronas Towers and the Kuala Lumpur city skyline. Waking up to that breathtaking view each morning and seeing the city lights at night created a truly memorable atmosphere that made our trip even more special. We would especially like to express our sincere appreciation to Lisa, who took wonderful care of us during our stay. She was exceptionally kind, professional, attentive, and genuinely helpful in every interaction. Her warm personality and willingness to assist with anything we needed made us feel valued and completely at home. It is rare to encounter such outstanding customer service, and Lisa truly made a lasting impression on us. In addition, every member of the hotel staff we encountered was courteous, friendly, and highly professional. Whether at reception, housekeeping, or throughout the hotel facilities, the service was consistently excellent. The team clearly takes pride in maintaining high standards and ensuring guests have a seamless and enjoyable experience. The hotel itself is perfectly located, offering both luxury and convenience, and the overall atmosphere was elegant, peaceful, and welcoming. Everything about our stay from the comfort of the room to the exceptional service and spectacular views was beyond impressive. We highly recommend Ascott Star KLCC to anyone visiting Kuala Lumpur and looking for a luxurious and memorable stay.",Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-05-06,May,2026,May 2026,The location was perfect and everything was clean,Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-05-06,May,2026,May 2026,"Good location, the view from the rooftop skybar is amazing.",Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-05-05,May,2026,May 2026,Spacious and clean,Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-05-05,May,2026,May 2026,Location View from the pool Clean Quite Confortable bed and pilows,Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
2026-05-04,May,2026,May 2026,The property is central and skyline views amazing ! Rooms amazing and spacious . The aircon was abit of an issue but was fixed Overall amazing stay I would do it again !,Positive,Data Source 2 - Ascott-Star-KLCC-KL,Booking.com,Ascott Star KLCC Kuala Lumpur
