review_id,review_date,hotel,aspect,aspect_text,sentiment
170,2024-07-07,JW Marriott Kuala Lumpur,Staff,Please train your front desk staff properly when handling complaints,Negative
170,2024-07-07,JW Marriott Kuala Lumpur,Facilities,Pool was closed when it was only drizzling,Negative
170,2024-07-07,JW Marriott Kuala Lumpur,Facilities,Ended up watching shark tank all day instead of chilling by the pool,Negative
171,2024-05-26,JW Marriott Kuala Lumpur,Staff,Some staff behaviour Later check in at 17 00 WiFi access was very weak,Negative
171,2024-05-26,JW Marriott Kuala Lumpur,Facilities,Some staff behaviour Later check in at 17 00 WiFi access was very weak,Negative
172,2024-05-15,JW Marriott Kuala Lumpur,Food,"Buffet breakfast was crap, some of the food was burnt, cold and tasteless",Negative
172,2024-05-15,JW Marriott Kuala Lumpur,Staff,"1 staff member was rude Chairs were dirty, floor was not clean and slippery",Negative
173,2024-04-21,JW Marriott Kuala Lumpur,Staff,Staff The receptionist does not provide Wifi info to us,Negative
173,2024-04-21,JW Marriott Kuala Lumpur,Facilities,Staff The receptionist does not provide Wifi info to us,Negative
173,2024-04-21,JW Marriott Kuala Lumpur,Room,"Facilities we have problem locates the service line, to solve the beeping sound generated from the fire detector in the room",Negative
173,2024-04-21,JW Marriott Kuala Lumpur,Staff,"Facilities we have problem locates the service line, to solve the beeping sound generated from the fire detector in the room",Negative
174,2024-04-16,JW Marriott Kuala Lumpur,Staff,"Service was absolutely appalling, especially given the brand that this hotel carries",Negative
174,2024-04-16,JW Marriott Kuala Lumpur,Room,"30pm, understandably the room was not ready, so the check in officer said that she would call when the room is ready",Negative
174,2024-04-16,JW Marriott Kuala Lumpur,Room,My bags are all with the concierge and I m chasing for time to perform Zuhur prayers which I thought I could do at the room,Negative
174,2024-04-16,JW Marriott Kuala Lumpur,Room,"When I went to the counter to ask if the room was ready, they suddenly prepared the keys",Negative
174,2024-04-16,JW Marriott Kuala Lumpur,Room,"When asked why I wasn t contacted if the room was ready, the response was perhaps you gave an inactive number",Negative
174,2024-04-16,JW Marriott Kuala Lumpur,Room,"When asked if my bags would be in the room, officer said yes but that was not the case",Negative
174,2024-04-16,JW Marriott Kuala Lumpur,Room,Bags came maybe 45 minutes after room key was given,Negative
174,2024-04-16,JW Marriott Kuala Lumpur,Room,"Next day, family and I went shopping at Pavilion and when we returned around afternoon, our room cards were deactivated",Negative
174,2024-04-16,JW Marriott Kuala Lumpur,Location,"Next day, family and I went shopping at Pavilion and when we returned around afternoon, our room cards were deactivated",Negative
174,2024-04-16,JW Marriott Kuala Lumpur,Room,Had to leave my poor mother in front of the hotel room while I get it sorted out,Negative
174,2024-04-16,JW Marriott Kuala Lumpur,Room,"When asked why the room keys were deactivated, the response was oh maybe you placed it near to your phone and the card demagnetised",Negative
174,2024-04-16,JW Marriott Kuala Lumpur,Location,"When asked why the room keys were deactivated, the response was oh maybe you placed it near to your phone and the card demagnetised",Negative
174,2024-04-16,JW Marriott Kuala Lumpur,Facilities,"The officer was apologetic, and to compensate me, they waived my RM 10 flat fee parking ticket",Negative
174,2024-04-16,JW Marriott Kuala Lumpur,Staff,"All in all, super disappointed with the service",Negative
174,2024-04-16,JW Marriott Kuala Lumpur,Staff,"But if you re okay with subpar service, it s a good hotel only due to the location",Negative
174,2024-04-16,JW Marriott Kuala Lumpur,Location,"But if you re okay with subpar service, it s a good hotel only due to the location",Negative
175,2024-04-14,JW Marriott Kuala Lumpur,Room,"The pillow was superrrrr flat, not fluffy",Negative
175,2024-04-14,JW Marriott Kuala Lumpur,Room,No iron and iron board available in the room,Negative
176,2024-04-13,JW Marriott Kuala Lumpur,Room,There was some hair at the bathroom from a beard of the guy that shaved before we came room service cleaned in a rush I guess,Negative
176,2024-04-13,JW Marriott Kuala Lumpur,Bathroom,There was some hair at the bathroom from a beard of the guy that shaved before we came room service cleaned in a rush I guess,Negative
176,2024-04-13,JW Marriott Kuala Lumpur,Staff,There was some hair at the bathroom from a beard of the guy that shaved before we came room service cleaned in a rush I guess,Negative
176,2024-04-13,JW Marriott Kuala Lumpur,Room,And there was condensation and mold at the glass so the whole room smelled a bit moldy when we entered,Negative
177,2024-04-08,JW Marriott Kuala Lumpur,Room,The room floor tiles are popped up,Negative
177,2024-04-08,JW Marriott Kuala Lumpur,Food,Breakfast has lots of options but it is not fine enough,Negative
177,2024-04-08,JW Marriott Kuala Lumpur,Food,A bit messy too as plate and food not able to keep up with the amount of people,Negative
178,2024-03-31,JW Marriott Kuala Lumpur,Room,The room facilities can be better i,Negative
178,2024-03-31,JW Marriott Kuala Lumpur,Room,"e bath tub is quite small, pillows are not comfortable to sleep, the food choice at shook need to be further improved",Negative
178,2024-03-31,JW Marriott Kuala Lumpur,Food,"e bath tub is quite small, pillows are not comfortable to sleep, the food choice at shook need to be further improved",Negative
178,2024-03-31,JW Marriott Kuala Lumpur,Location,"e bath tub is quite small, pillows are not comfortable to sleep, the food choice at shook need to be further improved",Negative
179,2024-02-19,JW Marriott Kuala Lumpur,Staff,Staff name sue was rude,Negative
180,2024-01-29,JW Marriott Kuala Lumpur,Room,"First When I checked in, the employee did not give me the same room that I had reserved, and it was cheaper than the one I had reserved, but I went back to him and changed it for me after I explained it to him",Negative
180,2024-01-29,JW Marriott Kuala Lumpur,Staff,"First When I checked in, the employee did not give me the same room that I had reserved, and it was cheaper than the one I had reserved, but I went back to him and changed it for me after I explained it to him",Negative
180,2024-01-29,JW Marriott Kuala Lumpur,Room,The bed smelled bad,Negative
181,2024-01-01,JW Marriott Kuala Lumpur,Facilities,Lifts take a while by the time they stop at each floor,Negative
182,2023-12-30,JW Marriott Kuala Lumpur,Food,My suggestion is that Ministry of Tourism of Malaysia should introduce food for Pakistani tourists,Negative
182,2023-12-30,JW Marriott Kuala Lumpur,Location,My second suggestion is to shut down the hotels and residences of Kuala Lumpur airport Kuala Lumpur city and Genting Highlands henceforth I will never go to Malaysia or Genting Highland,Negative
182,2023-12-30,JW Marriott Kuala Lumpur,Staff,com services are also disappointing because when I reached Vista Residences at Genting Highland I was surprisingly told that my booking reservation with Genting Highlands have been cancelled,Negative
183,2023-11-19,JW Marriott Kuala Lumpur,Room,The rooms looks a bit tired and not well maintained,Negative
183,2023-11-19,JW Marriott Kuala Lumpur,Room,We had a water leakage in our room and when the technician came to fix the problem the plaster ceiling was broken hence there was a hole,Negative
183,2023-11-19,JW Marriott Kuala Lumpur,Room,"For a total of RM5,800 spent we would expect a perfectly maintained room and the valet service is not up to standard as well",Negative
183,2023-11-19,JW Marriott Kuala Lumpur,Staff,"For a total of RM5,800 spent we would expect a perfectly maintained room and the valet service is not up to standard as well",Negative
184,2023-11-01,JW Marriott Kuala Lumpur,Facilities,This time round I drove and used the valet parking,Negative
184,2023-11-01,JW Marriott Kuala Lumpur,Staff,The valet driver was nowhere to be found and communication between the doorman and the valet was worsened as the valet driver could not be contacted,Negative
185,2023-10-31,JW Marriott Kuala Lumpur,Room,The bathroom door couldn't shut properly,Negative
185,2023-10-31,JW Marriott Kuala Lumpur,Bathroom,The bathroom door couldn't shut properly,Negative
186,2023-10-26,JW Marriott Kuala Lumpur,Food,I hate the fact that the breakfast buffet was at a mall,Negative
186,2023-10-26,JW Marriott Kuala Lumpur,Location,I hate the fact that the breakfast buffet was at a mall,Negative
187,2023-10-25,JW Marriott Kuala Lumpur,Staff,bad service,Negative
187,2023-10-25,JW Marriott Kuala Lumpur,Room,booked 2 rooms,Negative
187,2023-10-25,JW Marriott Kuala Lumpur,Room,"I have asked for rooms next to each other 1 month ago, but didn't manage to have it",Negative
187,2023-10-25,JW Marriott Kuala Lumpur,Room,"Wanted to check in at 1530, only managed to get 1 room",Negative
187,2023-10-25,JW Marriott Kuala Lumpur,Room,The other room was only available at 1745,Negative
188,2023-10-16,JW Marriott Kuala Lumpur,Room,The pillow was not comfortable Breakfast was the same for all the days although it is very poor Swimming pool not acceptable to be pool for JW Marriott Staff was not friendly they are acting as a robot U can hear noise from other rooms Elevator always busy,Negative
188,2023-10-16,JW Marriott Kuala Lumpur,Staff,The pillow was not comfortable Breakfast was the same for all the days although it is very poor Swimming pool not acceptable to be pool for JW Marriott Staff was not friendly they are acting as a robot U can hear noise from other rooms Elevator always busy,Negative
188,2023-10-16,JW Marriott Kuala Lumpur,Food,The pillow was not comfortable Breakfast was the same for all the days although it is very poor Swimming pool not acceptable to be pool for JW Marriott Staff was not friendly they are acting as a robot U can hear noise from other rooms Elevator always busy,Negative
188,2023-10-16,JW Marriott Kuala Lumpur,Facilities,The pillow was not comfortable Breakfast was the same for all the days although it is very poor Swimming pool not acceptable to be pool for JW Marriott Staff was not friendly they are acting as a robot U can hear noise from other rooms Elevator always busy,Negative
189,2023-09-06,JW Marriott Kuala Lumpur,Staff,Guest officers services were not up to standard for 5STAR Hotel,Negative
189,2023-09-06,JW Marriott Kuala Lumpur,Room,"Which makes us felt like, we arrived 3plus and our room would only be ready by 6",Negative
189,2023-09-06,JW Marriott Kuala Lumpur,Room,"What's really the point of us booking a hotel not just 1 room, it's 2 room in advance to even sit and wait for another 3hrs, to just check in",Negative
189,2023-09-06,JW Marriott Kuala Lumpur,Staff,"Again, the after service sucks",Negative
190,2023-09-05,JW Marriott Kuala Lumpur,Room,Uncomfortable and tough beds,Negative
190,2023-09-05,JW Marriott Kuala Lumpur,Room,Bad room service food we ordered 3 times,Negative
190,2023-09-05,JW Marriott Kuala Lumpur,Staff,Bad room service food we ordered 3 times,Negative
190,2023-09-05,JW Marriott Kuala Lumpur,Food,Bad room service food we ordered 3 times,Negative
191,2023-08-24,JW Marriott Kuala Lumpur,Facilities,Parking gotta pay,Negative
192,2023-07-31,JW Marriott Kuala Lumpur,Room,"And when I was trying to contact room service from my room, i was on hold and call was rejected for more than 10 times",Negative
192,2023-07-31,JW Marriott Kuala Lumpur,Staff,"And when I was trying to contact room service from my room, i was on hold and call was rejected for more than 10 times",Negative
193,2023-07-28,JW Marriott Kuala Lumpur,Staff,Many things I will mention some of these things The staff didn t support for anything,Negative
193,2023-07-28,JW Marriott Kuala Lumpur,Room,"The room like prison, no windows, we didn t know if sun rises or not",Negative
193,2023-07-28,JW Marriott Kuala Lumpur,Room,elevator very very rare not fit with the residents in hotel always wait long time to get one to our room You need more or this enough,Negative
193,2023-07-28,JW Marriott Kuala Lumpur,Facilities,elevator very very rare not fit with the residents in hotel always wait long time to get one to our room You need more or this enough,Negative
194,2023-07-24,JW Marriott Kuala Lumpur,Food,The breakfast had very few options and wasnt so good,Negative
194,2023-07-24,JW Marriott Kuala Lumpur,Facilities,The elevators were always super busy,Negative
194,2023-07-24,JW Marriott Kuala Lumpur,Staff,"Whenever we asked the staff for something, we had to ask atleast 3 more times untill they actually get it",Negative
194,2023-07-24,JW Marriott Kuala Lumpur,Staff,The staff were not professional,Negative
195,2026-06-29,JW Marriott Kuala Lumpur,Room,I woke up with a lot of bed bug bites,Negative
196,2026-06-28,JW Marriott Kuala Lumpur,Room,"The staff were very unfriendly and unprofessional, and the rooms had air conditioning issues",Negative
196,2026-06-28,JW Marriott Kuala Lumpur,Staff,"The staff were very unfriendly and unprofessional, and the rooms had air conditioning issues",Negative
197,2026-05-17,JW Marriott Kuala Lumpur,Room,we where in level 3 room 0303 and oh my God we had no sleep as the noise from other guests rooms was like I was sleeping near a night club,Negative
197,2026-05-17,JW Marriott Kuala Lumpur,Location,we where in level 3 room 0303 and oh my God we had no sleep as the noise from other guests rooms was like I was sleeping near a night club,Negative
197,2026-05-17,JW Marriott Kuala Lumpur,Staff,"we called staff they said sorry, however they did not ask other guests next door to stop the banging and turn down the TV",Negative
198,2026-04-01,JW Marriott Kuala Lumpur,Facilities,Parking system is very bad,Negative
199,2026-02-16,JW Marriott Kuala Lumpur,Room,"Dirty rooms, broken shower",Negative
199,2026-02-16,JW Marriott Kuala Lumpur,Bathroom,"Dirty rooms, broken shower",Negative
200,2026-01-25,JW Marriott Kuala Lumpur,Room,WiFi connection super weak Thickness of the blanket was so thin Size of the bathtub too small Notis got hair on the bed,Negative
200,2026-01-25,JW Marriott Kuala Lumpur,Bathroom,WiFi connection super weak Thickness of the blanket was so thin Size of the bathtub too small Notis got hair on the bed,Negative
200,2026-01-25,JW Marriott Kuala Lumpur,Location,WiFi connection super weak Thickness of the blanket was so thin Size of the bathtub too small Notis got hair on the bed,Negative
200,2026-01-25,JW Marriott Kuala Lumpur,Facilities,WiFi connection super weak Thickness of the blanket was so thin Size of the bathtub too small Notis got hair on the bed,Negative
201,2025-09-07,JW Marriott Kuala Lumpur,General,Dirty property not upto to the mark against the money,Negative
202,2025-09-07,JW Marriott Kuala Lumpur,Room,It was very dirty rooms need to be renovated also the housekeeping staff doesn t clean at all have faced it repeatedly,Negative
202,2025-09-07,JW Marriott Kuala Lumpur,Staff,It was very dirty rooms need to be renovated also the housekeeping staff doesn t clean at all have faced it repeatedly,Negative
203,2025-08-16,JW Marriott Kuala Lumpur,Staff,Service and staff are very rude,Negative
204,2025-08-06,JW Marriott Kuala Lumpur,Room,Bed is poor for a 5 stars hotel n yet expensive,Negative
205,2025-07-12,JW Marriott Kuala Lumpur,Room,"The room condition, especially the toilet",Negative
205,2025-07-12,JW Marriott Kuala Lumpur,Bathroom,"The room condition, especially the toilet",Negative
205,2025-07-12,JW Marriott Kuala Lumpur,Bathroom,"Shower handle broken, shower hose leaking, water boiler switch broken",Negative
205,2025-07-12,JW Marriott Kuala Lumpur,Room,"Air conditioning problems, at 30 degrees celcius set and heater mode, room was very cold, even after maintenance inspection and repair",Negative
205,2025-07-12,JW Marriott Kuala Lumpur,Staff,"Hotel staff at reception are all very tight and no gesture of friendliness, especially for being in the service industry",Negative
206,2025-05-02,JW Marriott Kuala Lumpur,Room,Hiding specifications of the rooms because I booked room that doesn t has windows and instead that they painted a wall to be seems like a window so I had to upgrade to something comes with window with payment higher and it was expensive,Negative
207,2024-10-28,JW Marriott Kuala Lumpur,Room,waited 40 minutes for our 1 bag to be delivered to the room after we called and went down to the reception to ask for the bag,Negative
207,2024-10-28,JW Marriott Kuala Lumpur,Staff,waited 40 minutes for our 1 bag to be delivered to the room after we called and went down to the reception to ask for the bag,Negative
207,2024-10-28,JW Marriott Kuala Lumpur,Staff,staff attitude was definitely not 5 star or what we have ever experienced in any marriot property around the world,Negative
207,2024-10-28,JW Marriott Kuala Lumpur,Location,location is very good but definitely would not stay there again,Negative
208,2024-08-23,JW Marriott Kuala Lumpur,Room,"1 not clean hotel, I saw a small cockroach in the wardrobe 2 The vast majority of housekeeping not good and Always complain when talk with them to clean our rooms",Negative
208,2024-08-23,JW Marriott Kuala Lumpur,Staff,"1 not clean hotel, I saw a small cockroach in the wardrobe 2 The vast majority of housekeeping not good and Always complain when talk with them to clean our rooms",Negative
208,2024-08-23,JW Marriott Kuala Lumpur,Location,"1 not clean hotel, I saw a small cockroach in the wardrobe 2 The vast majority of housekeeping not good and Always complain when talk with them to clean our rooms",Negative
208,2024-08-23,JW Marriott Kuala Lumpur,Room,3 They take Extra money 51 Kuwaiti Dinar around 155 for interconnecting rooms in spite of,Negative
208,2024-08-23,JW Marriott Kuala Lumpur,Staff,4 There is a manager named Angie,Negative
208,2024-08-23,JW Marriott Kuala Lumpur,Room,"Her manner is rude and unhelpful, and she told me that she is not interested in evaluating the sites we booked rooms from, such as Booking",Negative
209,2024-06-04,JW Marriott Kuala Lumpur,Staff,Really disappointed their after service and I will drop by this hotel on August during my biz trip and will strongly claim about it,Negative
210,2024-05-16,JW Marriott Kuala Lumpur,General,The deposit was not returned. They did not provide a receipt for the return of the deposit. I waited more than a month.,Negative
211,2024-01-14,JW Marriott Kuala Lumpur,Room,We need to wait for 2 hours to collect my room key after check in,Negative
211,2024-01-14,JW Marriott Kuala Lumpur,Room,The room was not ready yet until the check in time,Negative
211,2024-01-14,JW Marriott Kuala Lumpur,Room,The hotel did not provide us complementary food or drink while waiting for the room key,Negative
211,2024-01-14,JW Marriott Kuala Lumpur,Food,The hotel did not provide us complementary food or drink while waiting for the room key,Negative
211,2024-01-14,JW Marriott Kuala Lumpur,Room,They asked to walk around while waiting for the room key,Negative
212,2024-01-08,JW Marriott Kuala Lumpur,Room,Check in time as 3 pm but room was given at 4 pm,Negative
212,2024-01-08,JW Marriott Kuala Lumpur,Staff,"Elevator too many people, too slow Restaurant unfriendly staff",Negative
212,2024-01-08,JW Marriott Kuala Lumpur,Food,"Elevator too many people, too slow Restaurant unfriendly staff",Negative
212,2024-01-08,JW Marriott Kuala Lumpur,Facilities,"Elevator too many people, too slow Restaurant unfriendly staff",Negative
213,2023-12-03,JW Marriott Kuala Lumpur,Room,"It s wasn t clean at all , the sheets were dirty , the bathroom wasn t clean , the furniture was really old and some was broken , the pillows was so uncomfortable, the location was so busy you will always gets stuck at the streets",Negative
213,2023-12-03,JW Marriott Kuala Lumpur,Bathroom,"It s wasn t clean at all , the sheets were dirty , the bathroom wasn t clean , the furniture was really old and some was broken , the pillows was so uncomfortable, the location was so busy you will always gets stuck at the streets",Negative
213,2023-12-03,JW Marriott Kuala Lumpur,Location,"It s wasn t clean at all , the sheets were dirty , the bathroom wasn t clean , the furniture was really old and some was broken , the pillows was so uncomfortable, the location was so busy you will always gets stuck at the streets",Negative
214,2023-11-30,JW Marriott Kuala Lumpur,Staff,the receptionists doesnt really help and my email was not responded when we urgently need support on refunding my bill due to the staff wrongly charge me on deposit rate on my debit card the staff suppose to contact me until this matter resolve however they are kind of ignoring my email for 2 days,Negative
215,2023-10-22,JW Marriott Kuala Lumpur,Room,"room cleanliness is not up to standard, sound proofing is poor noise from neighbours at 2, 3am and reception just ignored multiple complaints",Negative
215,2023-10-22,JW Marriott Kuala Lumpur,Staff,"room cleanliness is not up to standard, sound proofing is poor noise from neighbours at 2, 3am and reception just ignored multiple complaints",Negative
216,2023-10-13,JW Marriott Kuala Lumpur,Facilities,No special charge parking facilities for hotel guest,Negative
216,2023-10-13,JW Marriott Kuala Lumpur,Room,Room location to bad,Negative
216,2023-10-13,JW Marriott Kuala Lumpur,Location,Room location to bad,Negative
217,2023-10-10,JW Marriott Kuala Lumpur,Room,"my room are too far from lift lobby, i didn't find room service menu in room",Negative
217,2023-10-10,JW Marriott Kuala Lumpur,Staff,"my room are too far from lift lobby, i didn't find room service menu in room",Negative
217,2023-10-10,JW Marriott Kuala Lumpur,Location,"my room are too far from lift lobby, i didn't find room service menu in room",Negative
217,2023-10-10,JW Marriott Kuala Lumpur,Facilities,"my room are too far from lift lobby, i didn't find room service menu in room",Negative
217,2023-10-10,JW Marriott Kuala Lumpur,Staff,i am asking for early check in that i am willing to pay any additional charge and the receptionist there give me FOC,Negative
217,2023-10-10,JW Marriott Kuala Lumpur,Room,but i think she'd down graded my room cos i found no windows in my room only fake balcony that makes me feel uncomfortable,Negative
217,2023-10-10,JW Marriott Kuala Lumpur,Room,i only stay in room for few hours then checked out at 3am,Negative
217,2023-10-10,JW Marriott Kuala Lumpur,Facilities,"Autopay parking machine at starhill lift lobby, quite annoying",Negative
217,2023-10-10,JW Marriott Kuala Lumpur,Food,pay 500 pernight breakfast not included,Negative
217,2023-10-10,JW Marriott Kuala Lumpur,Facilities,but needed to pay another rm10 parking fee after validation,Negative
218,2023-09-17,JW Marriott Kuala Lumpur,Staff,"First, the staff was not professional",Negative
218,2023-09-17,JW Marriott Kuala Lumpur,Staff,Why was the first staff when I check in did not explain that is for deposit,Negative
218,2023-09-17,JW Marriott Kuala Lumpur,Bathroom,"Second, they gave me a broken shower",Negative
218,2023-09-17,JW Marriott Kuala Lumpur,Food,"Third, during breakfast the dishes was dirty",Negative
218,2023-09-17,JW Marriott Kuala Lumpur,Food,"Foods were okay, not that delicious",Negative
219,2023-08-27,JW Marriott Kuala Lumpur,Room,"First thing our check in time is 2 pm but they give us the rooms at 6pm and we are family Second thing about the shower water , was too cold and I called them more than 5 times but no answer",Negative
219,2023-08-27,JW Marriott Kuala Lumpur,Bathroom,"First thing our check in time is 2 pm but they give us the rooms at 6pm and we are family Second thing about the shower water , was too cold and I called them more than 5 times but no answer",Negative
220,2023-08-23,JW Marriott Kuala Lumpur,Room,It is very dirty the towels in our room has hair and the carpet is smelly,Negative
221,2023-11-21,JW Marriott Kuala Lumpur,Room,"The cleaner and the room area is too noisy due to open door and close door, putting up vacuum cleaner non stop the whole night",Negative
222,2026-06-28,Ascott Star KLCC Kuala Lumpur,Staff,"Everything was amazing location, staff,hotel",Positive
222,2026-06-28,Ascott Star KLCC Kuala Lumpur,Location,"Everything was amazing location, staff,hotel",Positive
223,2026-06-27,Ascott Star KLCC Kuala Lumpur,Staff,"Great location, near to shopping malls and city centre, amazing view, very clean, friendly and kind staff",Positive
223,2026-06-27,Ascott Star KLCC Kuala Lumpur,Location,"Great location, near to shopping malls and city centre, amazing view, very clean, friendly and kind staff",Positive
224,2026-06-25,Ascott Star KLCC Kuala Lumpur,Room,"The hotel was vey nice, the rooms were spacious and the services were top notch",Positive
224,2026-06-25,Ascott Star KLCC Kuala Lumpur,Staff,"The hotel was vey nice, the rooms were spacious and the services were top notch",Positive
224,2026-06-25,Ascott Star KLCC Kuala Lumpur,Facilities,"The hotel was vey nice, the rooms were spacious and the services were top notch",Positive
225,2026-06-24,Ascott Star KLCC Kuala Lumpur,Room,Comfortable very clean and well appointed rooms good location very close to klcc suria Very professional and helpful staff,Positive
225,2026-06-24,Ascott Star KLCC Kuala Lumpur,Staff,Comfortable very clean and well appointed rooms good location very close to klcc suria Very professional and helpful staff,Positive
225,2026-06-24,Ascott Star KLCC Kuala Lumpur,Location,Comfortable very clean and well appointed rooms good location very close to klcc suria Very professional and helpful staff,Positive
226,2026-06-23,Ascott Star KLCC Kuala Lumpur,Room,"This hotel was a amazing, the location is great, the room is amazing basically an apartment, when we go back to KL we will definitely go back to this hotel",Positive
226,2026-06-23,Ascott Star KLCC Kuala Lumpur,Location,"This hotel was a amazing, the location is great, the room is amazing basically an apartment, when we go back to KL we will definitely go back to this hotel",Positive
227,2026-06-22,Ascott Star KLCC Kuala Lumpur,Staff,The staff is very friendly,Positive
228,2026-06-22,Ascott Star KLCC Kuala Lumpur,Room,Massive apartment with more room than most small flats,Positive
228,2026-06-22,Ascott Star KLCC Kuala Lumpur,Location,Massive apartment with more room than most small flats,Positive
228,2026-06-22,Ascott Star KLCC Kuala Lumpur,Room,Amazing view from bedroom of the Petronas Twin Towers,Positive
228,2026-06-22,Ascott Star KLCC Kuala Lumpur,Facilities,Even better view from the rooftop pool,Positive
229,2026-06-21,Ascott Star KLCC Kuala Lumpur,Location,Excellent location and facilities,Positive
229,2026-06-21,Ascott Star KLCC Kuala Lumpur,Room,Cozy and tidy apartment with comfortable bed,Positive
229,2026-06-21,Ascott Star KLCC Kuala Lumpur,Facilities,The spa is highly recommended,Positive
230,2026-06-21,Ascott Star KLCC Kuala Lumpur,Location,Location of the hotel and the amenities available,Positive
231,2026-06-21,Ascott Star KLCC Kuala Lumpur,Location,Location is amazing,Positive
231,2026-06-21,Ascott Star KLCC Kuala Lumpur,Room,Quality of the products and facilities in the room is superb,Positive
231,2026-06-21,Ascott Star KLCC Kuala Lumpur,Staff,Staff is friendly and helpful,Positive
231,2026-06-21,Ascott Star KLCC Kuala Lumpur,Facilities,Pool with the Petronas view is spectacular,Positive
232,2026-06-20,Ascott Star KLCC Kuala Lumpur,Staff,Great location and staff very professional and pleasant,Positive
232,2026-06-20,Ascott Star KLCC Kuala Lumpur,Location,Great location and staff very professional and pleasant,Positive
233,2026-06-19,Ascott Star KLCC Kuala Lumpur,Location,Location and pool,Positive
233,2026-06-19,Ascott Star KLCC Kuala Lumpur,Facilities,Location and pool,Positive
234,2026-06-19,Ascott Star KLCC Kuala Lumpur,General,Excellent condition of life,Positive
235,2026-06-19,Ascott Star KLCC Kuala Lumpur,Staff,Perfect location and amazing staff,Positive
235,2026-06-19,Ascott Star KLCC Kuala Lumpur,Location,Perfect location and amazing staff,Positive
236,2026-06-19,Ascott Star KLCC Kuala Lumpur,Location,Amazing location,Positive
236,2026-06-19,Ascott Star KLCC Kuala Lumpur,Staff,Great staffs,Positive
237,2026-06-17,Ascott Star KLCC Kuala Lumpur,Staff,Let's start with the staff,Positive
237,2026-06-17,Ascott Star KLCC Kuala Lumpur,Staff,"Extraordinary staffing,super friendly and helpful, everyone we encountered where very nice and we felt super welcomed",Positive
237,2026-06-17,Ascott Star KLCC Kuala Lumpur,Room,"We had a great view from our room, the bed was perfect and the air conditioning worked well",Positive
237,2026-06-17,Ascott Star KLCC Kuala Lumpur,Staff,Absolutely top service,Positive
237,2026-06-17,Ascott Star KLCC Kuala Lumpur,Location,"The location is great, the KlCC station 10 is just around the corner and you also don't have to wait long for a Grab if needed We highly recommend this Hotel",Positive
238,2026-06-17,Ascott Star KLCC Kuala Lumpur,Facilities,"The swimming pool area was a true highlight, offering a perfect place to relax and unwind",Positive
238,2026-06-17,Ascott Star KLCC Kuala Lumpur,Room,"The rooms are remarkably spacious, beautifully maintained, and impeccably clean, providing the utmost comfort and tranquility",Positive
238,2026-06-17,Ascott Star KLCC Kuala Lumpur,Facilities,"The rooms are remarkably spacious, beautifully maintained, and impeccably clean, providing the utmost comfort and tranquility",Positive
238,2026-06-17,Ascott Star KLCC Kuala Lumpur,Room,Please keep our suite ready we can t wait to come back and enjoy your wonderful hospitality once again,Positive
239,2026-06-15,Ascott Star KLCC Kuala Lumpur,Room,"The size of the room, the amenities and the views were amazing",Positive
240,2026-06-14,Ascott Star KLCC Kuala Lumpur,Room,Fantastic room,Positive
240,2026-06-14,Ascott Star KLCC Kuala Lumpur,Staff,Staff amazing,Positive
240,2026-06-14,Ascott Star KLCC Kuala Lumpur,Room,Washing machine in room,Positive
241,2026-06-12,Ascott Star KLCC Kuala Lumpur,Room,"A good spot location for Twin tower view, room is big not even expensive but restaurant main course is done when I dine in Over all",Positive
241,2026-06-12,Ascott Star KLCC Kuala Lumpur,Food,"A good spot location for Twin tower view, room is big not even expensive but restaurant main course is done when I dine in Over all",Positive
241,2026-06-12,Ascott Star KLCC Kuala Lumpur,Location,"A good spot location for Twin tower view, room is big not even expensive but restaurant main course is done when I dine in Over all",Positive
242,2026-06-09,Ascott Star KLCC Kuala Lumpur,Staff,"Location, comfort, services",Positive
242,2026-06-09,Ascott Star KLCC Kuala Lumpur,Location,"Location, comfort, services",Positive
243,2026-06-09,Ascott Star KLCC Kuala Lumpur,Location,Location was excellent being close to KLCC yet it was on a street that was not too busy,Positive
243,2026-06-09,Ascott Star KLCC Kuala Lumpur,Food,There are many restaurants and a supermarket nearby,Positive
243,2026-06-09,Ascott Star KLCC Kuala Lumpur,Location,There are many restaurants and a supermarket nearby,Positive
243,2026-06-09,Ascott Star KLCC Kuala Lumpur,Room,"The room was comfortable, with a pantry, microwave and washing machine",Positive
243,2026-06-09,Ascott Star KLCC Kuala Lumpur,Staff,"The staff at the lobby and reception were excellent, attentive and very helpful",Positive
243,2026-06-09,Ascott Star KLCC Kuala Lumpur,Room,There was also a birthday greeting and chocolates in the room since I had come to celebrate my birthday,Positive
244,2026-06-08,Ascott Star KLCC Kuala Lumpur,Location,Incredible location,Positive
244,2026-06-08,Ascott Star KLCC Kuala Lumpur,Staff,All staff so lovely and helpful,Positive
244,2026-06-08,Ascott Star KLCC Kuala Lumpur,Room,Room was huge,Positive
244,2026-06-08,Ascott Star KLCC Kuala Lumpur,Facilities,"Pool was amazing, with a great view of the Petronas Towers",Positive
245,2026-06-08,Ascott Star KLCC Kuala Lumpur,Staff,"Location, cleanliness, staff",Positive
245,2026-06-08,Ascott Star KLCC Kuala Lumpur,Location,"Location, cleanliness, staff",Positive
246,2026-06-08,Ascott Star KLCC Kuala Lumpur,Staff,The customer service was great,Positive
